,ds,ds_user,ds_video,traces,Corners,Optical_flow
 [ 9.00000000e+00 -9.82770136e-01 -8.79789306e-02 -1.62550200e-01]
 [ 9.20000000e+00 -9.94533894e-01 -9.59249703e-02 -4.12399493e-02]
 [ 9.40000000e+00 -9.87082682e-01 -1.39894985e-01  7.80843883e-02]
 [ 9.60000000e+00 -9.73354819e-01 -1.66244893e-01  1.57933629e-01]
 [ 9.80000000e+00 -9.66049509e-01 -1.87440221e-01  1.77804694e-01]
 [ 1.00000000e+01 -9.44587765e-01 -2.77008108e-01  1.76126269e-01]
 [ 1.02000000e+01 -9.11703932e-01 -3.67272903e-01  1.84137329e-01]
 [ 1.04000000e+01 -8.94493037e-01 -3.90999001e-01  2.16799422e-01]
 [ 1.06000000e+01 -8.95962358e-01 -3.50907354e-01  2.72241586e-01]
 [ 1.08000000e+01 -8.94479257e-01 -3.35746818e-01  2.95264175e-01]
 [ 1.10000000e+01 -8.88511156e-01 -3.25628774e-01  3.23285984e-01]
 [ 1.12000000e+01 -8.48800376e-01 -3.74250438e-01  3.73462892e-01]
 [ 1.14000000e+01 -7.79834798e-01 -4.09920325e-01  4.73099371e-01]
 [ 1.16000000e+01 -7.33775437e-01 -3.67182167e-01  5.71621259e-01]
 [ 1.18000000e+01 -7.50233329e-01 -3.01403754e-01  5.88477467e-01]
 [ 1.20000000e+01 -8.23078446e-01 -1.05156612e-01  5.58107480e-01]
 [ 1.22000000e+01 -8.59028697e-01  1.79319591e-01  4.79493672e-01]
 [ 1.24000000e+01 -8.21145444e-01  3.88969059e-01  4.17640075e-01]
 [ 1.26000000e+01 -7.39207140e-01  5.96955853e-01  3.11795627e-01]
 [ 1.28000000e+01 -5.06881490e-01  8.61555176e-01  2.81750534e-02]
 [ 1.30000000e+01 -3.10128290e-01  9.31573279e-01 -1.89714707e-01]
 [ 1.32000000e+01 -1.61988525e-01  9.20750907e-01 -3.54933070e-01]
 [ 1.34000000e+01 -6.21941589e-02  9.11906942e-01 -4.05657018e-01]
 [ 1.36000000e+01 -1.44412553e-01  9.21423413e-01 -3.60726918e-01]
 [ 1.38000000e+01 -6.50528535e-01  7.59210527e-01 -2.02978072e-02]
 [ 1.40000000e+01 -8.95177859e-01  4.13388751e-01  1.66632354e-01]
 [ 1.42000000e+01 -9.70495797e-01  1.37326612e-01  1.98190085e-01]
 [ 1.44000000e+01 -9.80255214e-01 -4.85892065e-02  1.91673691e-01]
 [ 1.46000000e+01 -9.54266864e-01 -2.23202737e-01  1.98885117e-01]
 [ 1.48000000e+01 -8.97116871e-01 -3.90626790e-01  2.06378368e-01]
 [ 1.50000000e+01 -8.20019067e-01 -5.27072367e-01  2.23077226e-01]
 [ 1.52000000e+01 -7.22492351e-01 -6.52332059e-01  2.29058262e-01]
 [ 1.54000000e+01 -6.14785524e-01 -7.55835015e-01  2.25282465e-01]
 [ 1.56000000e+01 -5.32491222e-01 -8.13508510e-01  2.33788371e-01]
 [ 1.58000000e+01 -4.99595925e-01 -8.34884914e-01  2.31021843e-01]
 [ 1.60000000e+01 -5.20007188e-01 -8.29248842e-01  2.04789849e-01]
 [ 1.62000000e+01 -5.92979554e-01 -7.88587672e-01  1.62802741e-01]
 [ 1.64000000e+01 -6.50680085e-01 -7.44930723e-01  1.47287626e-01]
 [ 1.66000000e+01 -6.37677291e-01 -7.54894257e-01  1.53304707e-01]
 [ 1.68000000e+01 -6.69779104e-01 -7.24482178e-01  1.62854308e-01]
 [ 1.70000000e+01 -7.15785552e-01 -6.75124765e-01  1.78486962e-01]
 [ 1.72000000e+01 -7.79970297e-01 -6.03954863e-01  1.63966028e-01]
 [ 1.74000000e+01 -8.50263915e-01 -5.04047878e-01  1.51614681e-01]
 [ 1.76000000e+01 -9.12886606e-01 -4.03200710e-01  6.37748496e-02]
 [ 1.78000000e+01 -9.36774438e-01 -3.45868643e-01  5.31839609e-02]
 [ 1.80000000e+01 -9.73428237e-01 -2.24724941e-01  4.40019078e-02]
 [ 1.82000000e+01 -9.93209450e-01 -8.23014824e-02  8.22280685e-02]
 [ 1.84000000e+01 -9.92433809e-01 -4.09877605e-03  1.22712404e-01]
 [ 1.86000000e+01 -9.85633743e-01 -1.82294382e-02  1.67910129e-01]
 [ 1.88000000e+01 -9.66641364e-01 -1.44799224e-01  2.11276261e-01]
 [ 1.90000000e+01 -9.50332918e-01 -2.05021622e-01  2.34165494e-01]
 [ 1.92000000e+01 -9.56564958e-01 -1.40458773e-01  2.55450218e-01]
 [ 1.94000000e+01 -9.53107811e-01 -8.33857612e-02  2.90916338e-01]
 [ 1.96000000e+01 -9.54007638e-01 -4.25639912e-03  2.99752080e-01]
 [ 1.98000000e+01 -9.41990426e-01  2.02664275e-02  3.35027327e-01]]","[[0.0, array([[ 0.26409625, -0.57955026,  0.77095698],
       [ 0.26520128,  0.57890513,  0.77106234],
       [ 0.53244788,  0.57877651, -0.61767062],
       [ 0.53134285, -0.57967888, -0.61777598]])], [0.2, array([[ 0.26472207, -0.5793471 ,  0.77089504],
       [ 0.26513015,  0.57910876,  0.77093388],
       [ 0.53187744,  0.57906135, -0.61789508],
       [ 0.53146936, -0.5793945 , -0.61793392]])], [0.4, array([[ 0.26973934, -0.57829594,  0.76994448],
       [ 0.26656915,  0.58015562,  0.7696495 ],
       [ 0.52749158,  0.58051572, -0.62028553],
       [ 0.53066176, -0.57793583, -0.61999054]])], [0.6000000000000001, array([[ 0.28162241, -0.57730566,  0.76642481],
       [ 0.27518932,  0.58113227,  0.76586952],
       [ 0.51752644,  0.58181016, -0.62742595],
       [ 0.52395953, -0.57662778, -0.62687065]])], [0.8, array([[ 0.34239708, -0.5775559 ,  0.74107585],
       [ 0.33722844,  0.58088847,  0.74084112],
       [ 0.46541529,  0.58117503, -0.66755089],
       [ 0.47058394, -0.57726935, -0.66731616]])], [1.0, array([[ 0.45626214, -0.57539702,  0.67878062],
       [ 0.44597463,  0.58301318,  0.67911874],
       [ 0.35311484,  0.58260041, -0.7320428 ],
       [ 0.36340235, -0.57580979, -0.73238092]])], [1.2000000000000002, array([[ 0.57072311, -0.58389345,  0.57735914],
       [ 0.58160259,  0.5745105 ,  0.57591329],
       [ 0.21224523,  0.57627555, -0.78921382],
       [ 0.20136575, -0.58212839, -0.78776797]])], [1.4, array([[ 0.62746564, -0.60174642,  0.49415394],
       [ 0.67588925,  0.55565397,  0.48417186],
       [ 0.11685615,  0.56783984, -0.81480216],
       [ 0.06843254, -0.58956055, -0.80482007]])], [1.6, array([[ 0.67675843, -0.60608194,  0.41792668],
       [ 0.7303825 ,  0.55104352,  0.40359935],
       [ 0.02543768,  0.56853396, -0.82226642],
       [-0.02818639, -0.5885915 , -0.80793909]])], [1.8, array([[ 0.72815485, -0.60873815,  0.31500536],
       [ 0.78198677,  0.54831657,  0.29638762],
       [-0.09118926,  0.57104464, -0.81583855],
       [-0.14502118, -0.58601009, -0.79722081]])], [2.0, array([[ 0.76576966, -0.59776064,  0.23723204],
       [ 0.79733917,  0.56019581,  0.22456825],
       [-0.17977945,  0.57565543, -0.79768426],
       [-0.21134896, -0.58230102, -0.78502047]])], [2.2, array([[ 0.78215256, -0.59489116,  0.18531562],
       [ 0.80776009,  0.56322707,  0.17406579],
       [-0.23364464,  0.57696057, -0.78264083],
       [-0.25925217, -0.58115766, -0.77139101]])], [2.4000000000000004, array([[ 0.78526213, -0.61112432,  0.0994508 ],
       [ 0.8344715 ,  0.54601356,  0.07434052],
       [-0.30998709,  0.57666754, -0.75588528],
       [-0.35919646, -0.58047033, -0.730775  ]])], [2.6, array([[ 0.78972995, -0.61292027,  0.02559988],
       [ 0.83898604,  0.54414727, -0.00248352],
       [-0.37729793,  0.57843078, -0.72323171],
       [-0.42655403, -0.57863676, -0.6951483 ]])], [2.8000000000000003, array([[ 0.79639078, -0.6047405 ,  0.00711756],
       [ 0.83310152,  0.55293622, -0.01426161],
       [-0.39650566,  0.57903536, -0.71239126],
       [-0.43321641, -0.57864136, -0.6910121 ]])], [3.0, array([[ 0.8092592 , -0.58604086,  0.04068965],
       [ 0.81924679,  0.57235905,  0.03521081],
       [-0.37339618,  0.57904748, -0.72476156],
       [-0.38338377, -0.57935244, -0.71928272]])], [3.2, array([[ 0.82176051, -0.5621625 ,  0.09318251],
       [ 0.7959965 ,  0.59593519,  0.10606985],
       [-0.33548039,  0.58020266, -0.74217099],
       [-0.30971638, -0.57789504, -0.75505833]])], [3.4000000000000004, array([[ 0.82143826, -0.55846772,  0.11555511],
       [ 0.78963809,  0.59945017,  0.13088613],
       [-0.3165405 ,  0.58073444, -0.75003308],
       [-0.28474032, -0.57718345, -0.76536411]])], [3.6, array([[ 0.81205192, -0.56878219,  0.13060818],
       [ 0.79581631,  0.58953445,  0.13829508],
       [-0.29804388,  0.58015049, -0.75802061],
       [-0.28180828, -0.57816616, -0.76570751]])], [3.8, array([[ 0.81328887, -0.56232706,  0.14949748],
       [ 0.7867267 ,  0.59576056,  0.16164917],
       [-0.28311367,  0.58092609, -0.76313271],
       [-0.2565515 , -0.57716153, -0.7752844 ]])], [4.0, array([[ 0.83273236, -0.5276337 ,  0.16780793],
       [ 0.75170698,  0.62744631,  0.20309539],
       [-0.28220739,  0.58436828, -0.76083685],
       [-0.20118201, -0.57071173, -0.79612431]])], [4.2, array([[ 0.86243646, -0.47657166,  0.17053683],
       [ 0.70422925,  0.6690761 ,  0.23748331],
       [-0.30526173,  0.58734953, -0.74955707],
       [-0.14705453, -0.55829823, -0.81650356]])], [4.4, array([[ 0.8820261 , -0.43951787,  0.16986465],
       [ 0.67003397,  0.69593611,  0.25831649],
       [-0.32513654,  0.58795636, -0.74067101],
       [-0.11314441, -0.54749763, -0.82912284]])], [4.6000000000000005, array([[ 0.87817283, -0.42919499,  0.21119693],
       [ 0.64532165,  0.70204748,  0.30114666],
       [-0.29425007,  0.59223914, -0.75011312],
       [-0.06139888, -0.53900333, -0.84006285]])], [4.800000000000001, array([[ 0.85003308, -0.45199953,  0.27044442],
       [ 0.6424965 ,  0.68542718,  0.34261906],
       [-0.22704781,  0.59731821, -0.76919454],
       [-0.01951123, -0.5401085 , -0.84136919]])], [5.0, array([[ 0.81689652, -0.48394177,  0.31381592],
       [ 0.6541388 ,  0.66182797,  0.36617777],
       [-0.16595013,  0.59790595, -0.78419961],
       [-0.00319241, -0.54786379, -0.83656146]])], [5.2, array([[ 0.79914764, -0.50187192,  0.33088914],
       [ 0.66410421,  0.64791281,  0.3730611 ],
       [-0.13767329,  0.59643035, -0.79076982],
       [-0.00262985, -0.55335438, -0.83294178]])], [5.4, array([[ 0.83122431, -0.47907754,  0.2820476 ],
       [ 0.66440883,  0.66587048,  0.33937799],
       [-0.19989901,  0.595883  , -0.77779421],
       [-0.03308352, -0.54906502, -0.83512459]])], [5.6000000000000005, array([[ 0.87344484, -0.41724406,  0.25100102],
       [ 0.61677314,  0.70870532,  0.34253127],
       [-0.26550832,  0.59696752, -0.75705688],
       [-0.00883663, -0.52898186, -0.84858712]])], [5.800000000000001, array([[ 0.90190931, -0.36581813,  0.22964469],
       [ 0.57589985,  0.73942617,  0.34869514],
       [-0.3145104 ,  0.59409241, -0.74036303],
       [ 0.01149907, -0.51115189, -0.85941347]])], [6.0, array([[ 0.93874971, -0.26434994,  0.2210613 ],
       [ 0.48101438,  0.7868921 ,  0.38655658],
       [-0.38153599,  0.58485967, -0.71579987],
       [ 0.07619933, -0.46638237, -0.88129515]])], [6.2, array([[ 0.98511476, -0.04130356,  0.16686198],
       [ 0.29601849,  0.85060807,  0.43455605],
       [-0.54884147,  0.52381396, -0.65145374],
       [ 0.14025481, -0.36809767, -0.91914781]])], [6.4, array([[ 0.96823712,  0.23657593,  0.08092412],
       [ 0.08650464,  0.87143895,  0.4828158 ],
       [-0.73969991,  0.3808198 , -0.55481558],
       [ 0.14203257, -0.25404323, -0.95670726]])], [6.6000000000000005, array([[ 9.26934449e-01,  3.75152979e-01,  7.26431674e-03],
       [-7.34481935e-04,  8.69188578e-01,  4.94480208e-01],
       [-8.31172118e-01,  2.74407800e-01, -4.83583777e-01],
       [ 9.64968125e-02, -2.19627800e-01, -9.70799668e-01]])], [6.800000000000001, array([[ 0.90819753,  0.41804924, -0.02029958],
       [-0.0259272 ,  0.86741902,  0.49690243],
       [-0.85769395,  0.23603194, -0.45678223],
       [ 0.07643078, -0.21333784, -0.97398424]])], [7.0, array([[ 0.86836403,  0.49429003, -0.04026505],
       [-0.08204717,  0.85186015,  0.51730315],
       [-0.88979244,  0.17119506, -0.42303861],
       [ 0.06061876, -0.18637506, -0.9806068 ]])], [7.2, array([[ 0.79450435,  0.6020877 , -0.07907738],
       [-0.15651799,  0.82439461,  0.54394452],
       [-0.92917104,  0.06382531, -0.36409821],
       [ 0.0218513 , -0.1584816 , -0.98712011]])], [7.4, array([[ 0.69865519,  0.70334769, -0.13108379],
       [-0.22129272,  0.79327851,  0.56722018],
       [-0.95522924, -0.05919323, -0.2898849 ],
       [-0.03528133, -0.14912405, -0.98818887]])], [7.6, array([[ 0.61954858,  0.75392206, -0.21854309],
       [-0.23971959,  0.79492439,  0.55734167],
       [-0.96805585, -0.15225601, -0.19921342],
       [-0.10878767, -0.19325833, -0.97509818]])], [7.800000000000001, array([[ 0.51348016,  0.72716847, -0.45559207],
       [-0.19921902,  0.87255918,  0.44604065],
       [-0.97356313, -0.22813113,  0.01144654],
       [-0.26086394, -0.37352184, -0.89018618]])], [8.0, array([[ 0.38877097,  0.56523289, -0.72757743],
       [-0.13792528,  0.96485119,  0.22369352],
       [-0.94395505, -0.19643621,  0.26525774],
       [-0.4172588 , -0.59605451, -0.6860132 ]])], [8.200000000000001, array([[ 0.27993471,  0.34194057, -0.89705808],
       [-0.09599944,  0.99523036, -0.01733875],
       [-0.89520255, -0.07870865,  0.43865401],
       [-0.5192684 , -0.73199843, -0.44106533]])], [8.4, array([[ 0.16042375,  0.13789992, -0.97736781],
       [-0.09567786,  0.97187448, -0.21518768],
       [-0.83004905,  0.04142435,  0.55614979],
       [-0.57394745, -0.79255021, -0.20603033]])], [8.6, array([[-0.00118108, -0.14117888, -0.9899834 ],
       [-0.12803247,  0.87987025, -0.45764182],
       [-0.72797941,  0.23000118,  0.64586797],
       [-0.60112802, -0.79104795,  0.11352639]])], [8.8, array([[-0.17804363, -0.64381942, -0.7441754 ],
       [-0.16229488,  0.51016586, -0.84462487],
       [-0.59426976,  0.63279202,  0.49640479],
       [-0.61001851, -0.52119326,  0.59685426]])], [9.0, array([[-0.33461121, -0.94160688,  0.03757414],
       [-0.2326915 , -0.30357221, -0.92395811],
       [-0.4625722 ,  0.87024193, -0.16942829],
       [-0.56449191,  0.23220725,  0.79210396]])], [9.2, array([[-0.42976422, -0.15481407,  0.8895703 ],
       [-0.31863937, -0.94649382,  0.05117028],
       [-0.37696147,  0.07700361, -0.92302248],
       [-0.48808632,  0.86868336, -0.08462246]])], [9.4, array([[-0.53658587,  0.83957233, -0.08481691],
       [-0.3745237 ,  0.24288947,  0.89483893],
       [-0.2640957 , -0.95304948,  0.14815581],
       [-0.42615787, -0.35636662, -0.83150003]])], [9.6, array([[-0.60274267,  0.65091279, -0.4615342 ],
       [-0.41015529,  0.60777549,  0.67998646],
       [-0.18680341, -0.78576392,  0.58964357],
       [-0.37939079, -0.74262663, -0.55187709]])], [9.8, array([[-0.62610768,  0.63830367, -0.44783658],
       [-0.40896644,  0.59792564,  0.68937028],
       [-0.15751263, -0.7903476 ,  0.59206456],
       [-0.37465387, -0.74996957, -0.5451423 ]])], [10.0, array([[-0.66809663,  0.73310482, -0.12729579],
       [-0.34719494,  0.28735965,  0.89268141],
       [-0.09811478, -0.9578026 ,  0.2701623 ],
       [-0.41901647, -0.51205743, -0.7498149 ]])], [10.2, array([[-0.71270818,  0.69829138,  0.06660486],
       [-0.28723871,  0.08698099,  0.95390159],
       [-0.0268292 , -0.99620831,  0.0827599 ],
       [-0.45229867, -0.38489792, -0.80453683]])], [10.4, array([[-0.74256619,  0.66961233,  0.01465526],
       [-0.28961108,  0.14945872,  0.94540336],
       [ 0.0169896 , -0.98677491,  0.16120367],
       [-0.43596551, -0.4666213 , -0.76954443]])], [10.6, array([[-0.75914345,  0.6133028 , -0.21808462],
       [-0.35263274,  0.40064349,  0.84565652],
       [ 0.032375  , -0.89794466,  0.43891599],
       [-0.3741357 , -0.68528535, -0.62482515]])], [10.8, array([[-0.76603995,  0.56768733, -0.3015193 ],
       [-0.37709206,  0.48858547,  0.78682007],
       [ 0.04047454, -0.84003157,  0.54102566],
       [-0.34847335, -0.76092971, -0.5473137 ]])], [11.0, array([[-0.77757317,  0.50726414, -0.37156838],
       [-0.40034659,  0.5639432 ,  0.72228158],
       [ 0.05684884, -0.77140104,  0.6338049 ],
       [-0.32037775, -0.82808009, -0.46004506]])], [11.2, array([[-0.82511074,  0.45919818, -0.32913417],
       [-0.3915581 ,  0.54452138,  0.74174033],
       [ 0.13659819, -0.762775  ,  0.63207217],
       [-0.29695445, -0.84809821, -0.43880233]])], [11.4, array([[-0.88825432,  0.31945221, -0.33008264],
       [-0.41337969,  0.59375042,  0.69034605],
       [ 0.25568386, -0.651963  ,  0.71384172],
       [-0.21919077, -0.92626121, -0.30658697]])], [11.6, array([[-0.91448393,  0.12266267, -0.38558138],
       [-0.48911958,  0.69444769,  0.52773521],
       [ 0.31927496, -0.420506  ,  0.84925744],
       [-0.1060894 , -0.99229102, -0.06405915]])], [11.8, array([[-0.89497736,  0.0113483 , -0.44596719],
       [-0.5458144 ,  0.74845486,  0.37669877],
       [ 0.28641842, -0.25583484,  0.92331632],
       [-0.06274455, -0.9929414 ,  0.10065036]])], [12.0, array([[-7.89375215e-01, -3.51112024e-01, -5.03594198e-01],
       [-6.67555914e-01,  7.34938342e-01, -1.19309405e-01],
       [ 1.21727252e-01,  2.65813232e-01,  9.56308424e-01],
       [-9.20483057e-05, -8.20237135e-01,  5.72023631e-01]])], [12.2, array([[-0.58359098, -0.80566337,  0.10162723],
       [-0.79132483,  0.08854907, -0.60494965],
       [-0.11321837,  0.95112018,  0.28731865],
       [ 0.09451547,  0.05690773,  0.99389554]])], [12.4, array([[-0.40305437, -0.57373574,  0.71300385],
       [-0.85365788, -0.39524267, -0.33919236],
       [-0.26302562,  0.88925171, -0.3742311 ],
       [ 0.18757789,  0.71075865,  0.6779651 ]])], [12.6, array([[-0.17450675, -0.0503009 ,  0.98337033],
       [-0.8660538 , -0.47479881,  0.15657873],
       [-0.4251082 ,  0.53452736, -0.73045432],
       [ 0.26643885,  0.95902527,  0.09633727]])], [12.8, array([[ 0.27353319,  0.60728865,  0.7459089 ],
       [-0.72454051,  0.02195369,  0.68888249],
       [-0.68469497,  0.09157008, -0.72305444],
       [ 0.31337874,  0.67690504, -0.66602803]])], [13.0, array([[ 0.54796008,  0.70839153,  0.44488333],
       [-0.5312265 ,  0.40956001,  0.74165963],
       [-0.79952362,  0.04726305, -0.59877224],
       [ 0.27966297,  0.34609458, -0.89554853]])], [13.2, array([[ 0.71860098,  0.65594661,  0.23096899],
       [-0.34804837,  0.64243964,  0.68273981],
       [-0.84999953,  0.09092931, -0.51887635],
       [ 0.21664982,  0.10443627, -0.97064717]])], [13.4, array([[ 0.78982014,  0.58315922,  0.19002494],
       [-0.26658387,  0.71438531,  0.64698275],
       [-0.84026952,  0.15654283, -0.51907752],
       [ 0.21613448,  0.02531674, -0.97603532]])], [13.6, array([[ 0.73021585,  0.64396517,  0.22824041],
       [-0.33721257,  0.65285592,  0.67828226],
       [-0.84735747,  0.10345626, -0.5208475 ],
       [ 0.22007095,  0.0945655 , -0.97088936]])], [13.8, array([[ 0.19026746,  0.71522251,  0.67249911],
       [-0.68924448, -0.0370204 ,  0.72358244],
       [-0.71794991, -0.09938162, -0.68896387],
       [ 0.16156203,  0.65286129, -0.7400472 ]])], [14.0, array([[-0.24144659,  0.06806675,  0.968024  ],
       [-0.72033924, -0.66209391,  0.2067439 ],
       [-0.4846855 ,  0.26725749, -0.83285857],
       [-0.00579285,  0.99741815, -0.07157847]])], [14.2, array([[-0.45421162, -0.80558367,  0.38042971],
       [-0.61329845, -0.38759359, -0.68821234],
       [-0.33301534,  0.91697746, -0.21966592],
       [-0.17392851,  0.49898739,  0.84897612]])], [14.4, array([[-0.5612497 , -0.1961457 , -0.80406818],
       [-0.50496124,  0.82379208, -0.25764464],
       [-0.23389371,  0.1567321 ,  0.95954613],
       [-0.29018216, -0.86320568,  0.41312259]])], [14.6, array([[-0.65694963,  0.64759449, -0.38605512],
       [-0.3983791 ,  0.54408467,  0.73842127],
       [-0.11711307, -0.82864753,  0.54738269],
       [-0.3756836 , -0.72513771, -0.5770937 ]])], [14.8, array([[-0.73604597,  0.67548646,  0.04420828],
       [-0.28352205,  0.11579901,  0.95194844],
       [ 0.00834103, -0.99234712,  0.12319751],
       [-0.44418289, -0.43265967, -0.78454265]])], [15.0, array([[-0.79561763,  0.56299398,  0.22367468],
       [-0.18502752, -0.06665714,  0.98047011],
       [ 0.13045132, -0.99053378, -0.04272345],
       [-0.48013879, -0.36088266, -0.79951888]])], [15.2, array([[-0.83284592,  0.42513856,  0.35443601],
       [-0.07714797, -0.19281058,  0.97819848],
       [ 0.24678933, -0.95428396, -0.16863321],
       [-0.50890862, -0.33633481, -0.79239568]])], [15.4, array([[-0.84644412,  0.28579845,  0.44927898],
       [ 0.02915744, -0.27377637,  0.96135131],
       [ 0.34775495, -0.89890126, -0.26653895],
       [-0.5278466 , -0.33932644, -0.77861128]])], [15.6, array([[-0.8524879 ,  0.19843348,  0.48362024],
       [ 0.08992586, -0.28299769,  0.95489562],
       [ 0.42055254, -0.8583187 , -0.29398057],
       [-0.52186121, -0.37688753, -0.76525595]])], [15.8, array([[-0.84957181,  0.16153787,  0.50212872],
       [ 0.11760557, -0.29366573,  0.94864607],
       [ 0.44431979, -0.83876276, -0.31473314],
       [-0.52285759, -0.38355916, -0.76125049]])], [16.0, array([[-0.83603682,  0.16444149,  0.52345147],
       [ 0.12461142, -0.33674502,  0.93331387],
       [ 0.41422801, -0.83709463, -0.35733422],
       [-0.54642023, -0.33590812, -0.76719663]])], [16.2, array([[-0.81239148,  0.20895525,  0.54438754],
       [ 0.10115259, -0.40254803,  0.90979296],
       [ 0.33139043, -0.84862569, -0.41232854],
       [-0.58215363, -0.23712241, -0.77773396]])], [16.400000000000002, array([[-0.79953548,  0.26088931,  0.54099888],
       [ 0.06343394, -0.42095186,  0.90486223],
       [ 0.2717301 , -0.865147  , -0.42152511],
       [-0.59123932, -0.18330582, -0.78538847]])], [16.6, array([[-0.80428768,  0.25147431,  0.5384069 ],
       [ 0.07022405, -0.41210262,  0.90842722],
       [ 0.28702964, -0.86381402, -0.41405232],
       [-0.58748209, -0.20023709, -0.78407264]])], [16.8, array([[-0.80644459,  0.30024214,  0.50941317],
       [ 0.03283609, -0.38262663,  0.92331937],
       [ 0.26314686, -0.88791279, -0.37731234],
       [-0.57613382, -0.20504402, -0.79121854]])], [17.0, array([[-0.80756864,  0.37565884,  0.45465737],
       [-0.02546635, -0.32369586,  0.94581841],
       [ 0.22695233, -0.92329276, -0.30987597],
       [-0.55514995, -0.22393806, -0.801037  ]])], [17.2, array([[-0.78210922,  0.4542997 ,  0.42651723],
       [-0.08245413, -0.3077128 ,  0.94789986],
       [ 0.14942885, -0.94420347, -0.29351461],
       [-0.55022624, -0.18219098, -0.81489725]])], [17.400000000000002, array([[-0.74401625,  0.56003104,  0.36442427],
       [-0.160099  , -0.24711974,  0.95566738],
       [ 0.05431654, -0.9688943 , -0.24144057],
       [-0.52960072, -0.16174353, -0.83268368]])], [17.6, array([[-0.64888911,  0.54691909,  0.52898244],
       [-0.18179886, -0.45653274,  0.87093458],
       [-0.0916076 , -0.87397921, -0.47725086],
       [-0.55869785,  0.12947262, -0.819203  ]])], [17.8, array([[-0.61788031,  0.58213922,  0.52852422],
